time,Constrained Defence Spending,Cumulative Defence Spending,rate of orders fulfilled,rate of expenses,Cumulative Earnings,stress_to_willingness,delay,shock,shock_pct
19.25,34.16221611875,807.9074999999999,3.556818325157589,3.241654433195153,4.418241823808118,1.0,21,0.1,10%
19.5,34.0318568125,819.3249999999999,3.580609187700645,3.26629525683361,4.473395504901544,1.0,21,0.1,10%
19.75,33.90149750625,830.7425,3.6043435554065906,3.2909238066597104,4.5284004428032745,1.0,21,0.1,10%
20.0,33.7711382,842.16,3.6280158313233013,3.315534827771425,4.583248898833978,1.0,21,0.1,10%
20.25,33.7678433640625,853.5775,3.65162049330061,3.3363872792017286,4.637933074455557,1.0,21,0.1,10%
20.5,33.76306766953125,865.038125,3.675979294812429,3.3579193218054897,4.693098886922861,1.0,21,0.1,10%
20.75,33.75680553710937,876.541875,3.70108482068956,5.148269292522071,4.748759382199076,1.0,21,0.1,10%
21.0,33.749051387499996,888.08875,3.7269294684971976,3.402993144686725,4.4955020996283865,1.0,21,0.1,10%
21.25,33.6147232875,899.67875,3.7535054447894263,3.4265199909370465,4.552190956295219,1.0,21,0.1,10%
21.5,33.480395187499994,911.2687500000001,3.7799677393407376,3.449932613571321,4.609413410719386,1.0,21,0.1,10%
21.75,33.346067087499996,922.8587500000001,3.806310613288656,3.473225843091272,4.667169557729033,1.0,21,0.1,10%
22.0,33.2117389875,934.4487500000001,3.8325284133457598,3.4963945925890627,4.725459392513575,1.0,21,0.1,10%
22.25,33.077410887499994,946.0387500000002,3.8586155716520105,3.519433857528343,4.784282811145998,1.0,21,0.1,10%
22.5,32.943082787499996,957.6287500000002,3.8845666056158463,5.551617501261689,4.84363961111764,1.0,21,0.1,10%
22.75,32.8087546875,969.2187500000002,3.9103761177442053,3.565104326059326,4.551905704379617,1.0,21,0.1,10%
23.0,32.674426587499994,980.8087500000003,3.936038795461626,3.587725930325141,4.612328267924472,1.0,21,0.1,10%
23.25,32.54009848749999,992.3987500000003,3.961549410918584,3.6101988508737,4.673283019323357,1.0,21,0.1,10%
23.5,32.452,1003.9887500000003,3.9869028207892265,3.632518491394882,4.734769367331212,1.0,21,0.1,10%
23.75,32.452,1015.5787500000004,4.012093966058648,3.6546803364304066,4.796786624975222,1.0,21,0.1,10%
24.0,32.452,1027.1687500000003,4.037118924349089,3.676680909664278,4.859334010160164,1.0,21,0.1,10%
1.0,43.03,0.0,2.52,2.0916,2.0,1.0,21,0.2,20%
1.25,42.7985523875,10.7575,2.52,2.10839538,2.07497,1.0,21,0.2,20%
1.5,42.567104775000004,21.515,2.520468392857143,2.1255857695920835,2.1470008085,1.0,21,0.2,20%
1.75,42.335657162500006,32.2725,2.521395469472906,2.143172281376888,2.2161052675713853,1.0,21,0.2,20%
2.0,42.10420955,43.03,2.5227715805722193,2.1611558203652765,2.2822943254881882,1.0,21,0.2,20%
2.25,41.8727619375,53.7875,2.5245871371471234,2.1675528712148884,2.3455770835244034,1.0,21,0.2,20%
2.5,41.641314324999996,64.545,2.5268326108880323,2.174326827506097,2.4080580800625446,1.0,21,0.2,20%
2.75,41.4098667125,75.30250000000001,2.529498534602678,2.18147199813921,2.469746592154383,1.0,21,0.2,20%
3.0,41.1784191,86.06,2.532575502622847,2.1889826725656736,2.53065123603549,1.0,21,0.2,20%
3.25,40.9469714875,96.8175,2.5360541711989986,2.200148090101806,2.5907799812954955,1.0,21,0.2,20%
3.5,40.715523875,107.57499999999999,2.53992525888286,2.211677594730257,2.649563545487504,1.0,21,0.2,20%
3.75,40.484076262500004,118.33249999999998,2.544179546898095,2.223566916742129,2.70700688671421,1.0,21,0.2,20%
4.0,40.252628650000005,129.08999999999997,2.548807879499145,2.2358117230887706,2.763114096991504,1.0,21,0.2,20%
4.25,40.172318428125,139.84749999999997,2.5538011643183345,3.7759467625628194,2.8178884243633195,1.0,21,0.2,20%
4.5,40.0893794640625,150.64562499999997,2.5595972677412977,2.3029208537322003,2.6040129446705347,1.0,21,0.2,20%
4.75,40.00380185546875,161.48437499999997,2.5661949373259527,2.337753547102665,2.648931317122127,1.0,21,0.2,20%
5.0,39.9155757,172.36374999999998,2.5735927116098294,2.3734727159477607,2.6889085604112024,1.0,21,0.2,20%
5.25,39.6770829,183.28374999999997,2.581788915443518,3.3624691263615984,2.7239295596520643,1.0,21,0.2,20%
5.5,39.4385901,194.20374999999996,2.590314263377467,2.3715479771067915,2.5873105227414004,1.0,21,0.2,20%
5.75,39.25604865,205.12374999999994,2.5991593407640514,2.3709434037974395,2.6255946228387685,1.0,21,0.2,20%
6.0,39.13680225,216.04374999999993,2.6083148038917727,2.3705616928874296,2.6655324118079258,1.0,21,0.2,20%
6.25,39.01755585,226.96374999999992,2.6177724294054223,2.383751427533866,2.707139206233686,1.0,21,0.2,20%
6.5,38.898309450000006,237.8837499999999,2.627525239830849,2.3972436727615936,2.7480928815612082,1.0,21,0.2,20%
6.75,38.779063050000005,248.8037499999999,2.6375663029887697,2.411033645923973,2.788392155798328,1.0,21,0.2,20%
7.0,38.65981665,259.7237499999999,2.647888732327734,2.425116557499537,2.8280353707846673,1.0,21,0.2,20%
7.25,38.54057025,270.6437499999999,2.6584856872474525,2.441447580361992,2.867020501379602,1.0,21,0.2,20%
7.5,38.42132385,281.5637499999999,2.669350373412583,2.4580779647329107,2.9050021700845576,1.0,21,0.2,20%
7.75,38.30207745,292.48374999999993,2.68047604305703,2.4750034818574824,2.9419748416035003,1.0,21,0.2,20%
8.0,38.18283105,303.40374999999995,2.6918559952788392,2.4922198791009746,2.977932539813421,1.0,21,0.2,20%
8.25,38.205190247656255,314.32374999999996,2.703483576325765,3.0364669985891677,3.0128688601445472,1.0,21,0.2,20%
8.5,38.226215269531245,325.28437499999995,2.71590284151952,2.5180669728832927,2.954596761248452,1.0,21,0.2,20%
8.75,38.24590116445312,336.285625,2.7291127921329084,2.532115196623784,2.9892180382597915,1.0,21,0.2,20%
9.0,38.26424298125,347.3275,2.743112273919946,2.5469139116400954,3.023692617473888,1.0,21,0.2,20%
9.25,38.141421175,358.40999999999997,2.7578999728020586,2.5436697502897605,3.058027330872862,1.0,21,0.2,20%
9.5,38.018599368749996,369.49249999999995,2.7729049214476014,2.5404425967154234,3.0955176198125143,1.0,21,0.2,20%
9.75,37.8957775625,380.57499999999993,2.788120174610079,2.537222119307223,3.1361985266406456,1.0,21,0.2,20%
10.0,37.77295575625,391.6574999999999,2.803538841210469,2.5339982063999704,3.180105686318645,1.0,21,0.2,20%
10.25,37.65013395,402.7399999999999,2.819154084603936,2.5452020816440273,3.2272752974104826,1.0,21,0.2,20%
10.5,37.52731214375,413.8224999999999,2.8349591228362616,2.5565448747803194,3.2752168979284666,1.0,21,0.2,20%
10.75,37.4044903375,424.90499999999986,2.850947228890072,2.5680199386318283,3.3239393913382567,1.0,21,0.2,20%
11.0,37.28166853125,435.98749999999984,2.8671117309209615,2.5796207034380547,3.373451667133449,1.0,21,0.2,20%
11.25,37.158846725000004,447.0699999999998,2.883446012483592,2.9101491770346612,3.4237625969429577,1.0,21,0.2,20%
11.5,37.03602491875,458.1524999999998,2.8999435127478597,2.6040695260009774,3.4190895431465207,1.0,21,0.2,20%
11.75,36.9132031125,469.2349999999998,2.9165977267052177,2.6164645084891855,3.4708674908272252,1.0,21,0.2,20%
12.0,36.790381306250005,480.31749999999977,2.9334022053652418,2.6289649242858206,3.523390804015031,1.0,21,0.2,20%
12.25,36.806107125000004,491.39999999999975,2.950350555942532,2.644972124489873,3.57666732820393,1.0,21,0.2,20%
12.5,36.820437197656254,502.52437499999974,2.9680875760215066,4.375164197975166,3.630108553708145,1.0,21,0.2,20%
12.75,36.83336626367188,513.6906249999997,2.986610377352428,2.679134545751578,3.3838701448662545,1.0,21,0.2,20%
13.0,36.84488906250001,524.8987499999997,3.0059158985320558,4.3850660935731085,3.437678415396403,1.0,21,0.2,20%
13.25,36.7183265625,536.1487499999997,3.02600090081953,2.716147297453256,3.1963271312642187,1.0,21,0.2,20%
13.5,36.591764062500005,547.3987499999997,3.0461941585810726,2.735117191881043,3.250551511853317,1.0,21,0.2,20%
13.75,36.465201562500006,558.6487499999997,3.066488999393872,2.7541895185064145,3.304989981025822,1.0,21,0.2,20%
14.0,36.33863906250001,569.8987499999997,3.0868788153513758,2.773358425030805,3.359642390181127,1.0,21,0.2,20%
14.25,36.21207656250001,581.1487499999997,3.1073570632146823,2.7926181099467113,3.414508458487227,1.0,21,0.2,20%
14.5,36.08551406250001,592.3987499999997,3.127917264553242,2.811962822753796,3.469587775309122,1.0,21,0.2,20%
14.75,35.958951562500005,603.6487499999997,3.148553005874973,4.762925170437283,3.524879802624025,1.0,21,0.2,20%
15.0,35.832389062500006,614.8987499999997,3.1692579387458952,2.8508845863077834,3.2423646738256204,1.0,21,0.2,20%
15.25,35.7058265625,626.1487499999997,3.1900257798993943,2.8704503929053518,3.29808001050229,1.0,21,0.2,20%
15.5,35.5792640625,637.3987499999997,3.210850311335218,3.9010442240460286,3.3540057032262474,1.0,21,0.2,20%
15.75,35.4527015625,648.6487499999997,3.2317253804083155,2.909764133436628,3.2332217685018554,1.0,21,0.2,20%
16.0,35.326139062500005,659.8987499999997,3.2526448999076236,2.929501134391601,3.2895649867219006,1.0,21,0.2,20%
16.25,35.33059720859376,671.1487499999997,3.273602848124913,5.11744483367044,3.3461151456872047,1.0,21,0.2,20%
16.5,35.33363856640626,682.4406249999997,3.2953379359306005,2.9733974247764086,3.0234427982167373,1.0,21,0.2,20%
16.75,35.33525787539063,693.7743749999997,3.3178450500366274,2.9964466442314728,3.079782387668721,1.0,21,0.2,20%
17.0,35.33544987500001,705.1499999999997,3.3411188924106447,3.0202261400674026,3.136027108684623,1.0,21,0.2,20%
17.25,35.20509056875,716.5674999999998,3.3651539763263787,3.0447328482297684,3.19218334034469,1.0,21,0.2,20%
17.5,35.07473126250001,727.9849999999998,3.3891863123723347,3.0692767798646194,3.248257037761597,1.0,21,0.2,20%
17.75,34.94437195625,739.4024999999998,3.413209628426662,3.093852242891718,3.304241205950447,1.0,21,0.2,20%
18.0,34.81401265,750.8199999999998,3.4372177274330875,3.11845359260867,3.3601287484190623,1.0,21,0.2,20%
18.25,34.68365334375,762.2374999999998,3.461204487414495,3.1430752320133273,3.4159124720133356,1.0,21,0.2,20%
18.5,34.5532940375,773.6549999999999,3.485163861475484,5.17466313956308,3.47158509170854,1.0,21,0.2,20%
18.75,34.42293473125,785.0724999999999,3.5090898777940436,3.1923572322431792,3.1759227180432106,1.0,21,0.2,20%
19.0,34.292575425,796.4899999999999,3.5329766396024587,5.56955574429487,3.231350931014612,1.0,21,0.2,20%
19.25,34.16221611875,807.9074999999999,3.556818325157589,3.241654433195153,2.87494958769344,1.0,21,0.2,20%
19.5,34.0318568125,819.3249999999999,3.580609187700645,3.26629525683361,2.9301032687868664,1.0,21,0.2,20%
19.75,33.90149750625,830.7425,3.6043435554065906,3.2909238066597104,2.9851082066885977,1.0,21,0.2,20%
20.0,33.7711382,842.16,3.6280158313233013,3.315534827771425,3.0399566627193018,1.0,21,0.2,20%
20.25,33.7678433640625,853.5775,3.65162049330061,3.3363872792017286,3.09464083834088,1.0,21,0.2,20%
20.5,33.76306766953125,865.038125,3.675979294812429,3.3579193218054897,3.149806650808184,1.0,21,0.2,20%
20.75,33.75680553710937,876.541875,3.70108482068956,3.3801237379079443,3.2054671460843984,1.0,21,0.2,20%
21.0,33.749051387499996,888.08875,3.7269294684971976,3.402993144686725,3.261635335571181,1.0,21,0.2,20%
21.25,33.6147232875,899.67875,3.7535054447894263,3.4265199909370465,3.318324192238014,1.0,21,0.2,20%
21.5,33.480395187499994,911.2687500000001,3.7799677393407376,3.449932613571321,3.3755466466621806,1.0,21,0.2,20%
21.75,33.346067087499996,922.8587500000001,3.806310613288656,3.473225843091272,3.4333027936718286,1.0,21,0.2,20%
22.0,33.2117389875,934.4487500000001,3.8325284133457598,4.632729325346143,3.4915926284563708,1.0,21,0.2,20%
22.25,33.077410887499994,946.0387500000002,3.8586155716520105,3.519433857528343,3.3515574688563037,1.0,21,0.2,20%
22.5,32.943082787499996,957.6287500000002,3.8845666056158463,3.5423387155152186,3.4109142688279457,1.0,21,0.2,20%
22.75,32.8087546875,969.2187500000002,3.9103761177442053,3.565104326059326,3.4708041495955557,1.0,21,0.2,20%
23.0,32.674426587499994,980.8087500000003,3.936038795461626,3.587725930325141,3.5312267131404096,1.0,21,0.2,20%
23.25,32.54009848749999,992.3987500000003,3.961549410918584,6.268006329758289,3.592181464539294,1.0,21,0.2,20%
23.5,32.452,1003.9887500000003,3.9869028207892265,3.632518491394882,3.188551503742346,1.0,21,0.2,20%
23.75,32.452,1015.5787500000004,4.012093966058648,3.6546803364304066,3.250568761386356,1.0,21,0.2,20%
24.0,32.452,1027.1687500000003,4.037118924349089,3.676680909664278,3.3131161465712986,1.0,21,0.2,20%
1.0,43.03,0.0,2.52,2.0916,2.0,1.0,21,0.30000000000000004,30%
1.25,42.7985523875,10.7575,2.52,2.10839538,2.07497,1.0,21,0.30000000000000004,30%
1.5,42.567104775000004,21.515,2.520468392857143,3.398677831173634,2.1470008085,1.0,21,0.30000000000000004,30%
1.75,42.335657162500006,32.2725,2.521395469472906,2.982706491440724,1.9933141567946142,1.0,21,0.30000000000000004,30%
2.0,42.10420955,43.03,2.5227715805722193,3.3587167522083057,1.9125847279502461,1.0,21,0.30000000000000004,30%
2.25,41.8727619375,53.7875,2.5245871371471234,2.1675528712148884,1.766294322913931,1.0,21,0.30000000000000004,30%
2.5,41.641314324999996,64.545,2.5268326108880323,2.174326827506097,1.8287753194520722,1.0,21,0.30000000000000004,30%
2.75,41.4098667125,75.30250000000001,2.529498534602678,2.18147199813921,1.8904638315439108,1.0,21,0.30000000000000004,30%
3.0,41.1784191,86.06,2.532575502622847,2.1889826725656736,1.9513684754250178,1.0,21,0.30000000000000004,30%
3.25,40.9469714875,96.8175,2.5360541711989986,2.488936391801306,2.011497220685023,1.0,21,0.30000000000000004,30%
3.5,40.715523875,107.57499999999999,2.53992525888286,2.211677594730257,2.0197428320796194,1.0,21,0.30000000000000004,30%
3.75,40.484076262500004,118.33249999999998,2.544179546898095,2.223566916742129,2.077186173306325,1.0,21,0.30000000000000004,30%
4.0,40.252628650000005,129.08999999999997,2.548807879499145,2.918505373898327,2.133293383583619,1.0,21,0.30000000000000004,30%
4.25,40.172318428125,139.84749999999997,2.5538011643183345,2.268948905549685,2.068596322063762,1.0,21,0.30000000000000004,30%
4.5,40.0893794640625,150.64562499999997,2.5595972677412977,2.3029208537322003,2.118445467348276,1.0,21,0.30000000000000004,30%
4.75,40.00380185546875,161.48437499999997,2.5661949373259527,2.337753547102665,2.1633638397998682,1.0,21,0.30000000000000004,30%
5.0,39.9155757,172.36374999999998,2.5735927116098294,3.1262864790581344,2.2033410830889437,1.0,21,0.30000000000000004,30%
5.25,39.6770829,183.28374999999997,2.581788915443518,3.4463241369965423,2.1066196737854903,1.0,21,0.30000000000000004,30%
5.5,39.4385901,194.20374999999996,2.590314263377467,3.406780324890148,1.955326010013711,1.0,21,0.30000000000000004,30%
5.75,39.25604865,205.12374999999994,2.5991593407640514,2.3709434037974395,1.812444449248992,1.0,21,0.30000000000000004,30%
6.0,39.13680225,216.04374999999993,2.6083148038917727,3.467533152985706,1.852382238218149,1.0,21,0.30000000000000004,30%
6.25,39.01755585,226.96374999999992,2.6177724294054223,2.383751427533866,1.7020190271267106,1.0,21,0.30000000000000004,30%
6.5,38.898309450000006,237.8837499999999,2.627525239830849,2.3972436727615936,1.742972702454233,1.0,21,0.30000000000000004,30%
6.75,38.779063050000005,248.8037499999999,2.6375663029887697,3.4677986928242133,1.7832719766913527,1.0,21,0.30000000000000004,30%
7.0,38.65981665,259.7237499999999,2.647888732327734,2.425116557499537,1.6379813084701502,1.0,21,0.30000000000000004,30%
7.25,38.54057025,270.6437499999999,2.6584856872474525,2.441447580361992,1.6769664390650847,1.0,21,0.30000000000000004,30%
7.5,38.42132385,281.5637499999999,2.669350373412583,2.4580779647329107,1.7149481077700404,1.0,21,0.30000000000000004,30%
7.75,38.30207745,292.48374999999993,2.68047604305703,2.4750034818574824,1.751920779288983,1.0,21,0.30000000000000004,30%
8.0,38.18283105,303.40374999999995,2.6918559952788392,2.4922198791009746,1.7878784774989038,1.0,21,0.30000000000000004,30%
8.25,38.205190247656255,314.32374999999996,2.703483576325765,2.5047687471441984,1.8228147978300302,1.0,21,0.30000000000000004,30%
8.5,38.226215269531245,325.28437499999995,2.71590284151952,3.819449834570743,1.8575898929368044,1.0,21,0.30000000000000004,30%
8.75,38.24590116445312,336.285625,2.7291127921329084,3.0695065976105504,1.6644691691528404,1.0,21,0.30000000000000004,30%
9.0,38.26424298125,347.3275,2.743112273919946,2.5469139116400954,1.6049002531942531,1.0,21,0.30000000000000004,30%
9.25,38.141421175,358.40999999999997,2.7578999728020586,2.5436697502897605,1.6392349665932269,1.0,21,0.30000000000000004,30%
9.5,38.018599368749996,369.49249999999995,2.7729049214476014,2.5404425967154234,1.676725255532879,1.0,21,0.30000000000000004,30%
9.75,37.8957775625,380.57499999999993,2.788120174610079,2.537222119307223,1.7174061623610102,1.0,21,0.30000000000000004,30%
10.0,37.77295575625,391.6574999999999,2.803538841210469,4.286639968216012,1.76131332203901,1.0,21,0.30000000000000004,30%
10.25,37.65013395,402.7399999999999,2.819154084603936,2.5452020816440273,1.50177062481304,1.0,21,0.30000000000000004,30%
10.5,37.52731214375,413.8224999999999,2.8349591228362616,3.4044309092723735,1.549712225331024,1.0,21,0.30000000000000004,30%
10.75,37.4044903375,424.90499999999986,2.850947228890072,3.6977607023717574,1.4500546627047044,1.0,21,0.30000000000000004,30%
11.0,37.28166853125,435.98749999999984,2.8671117309209615,2.5796207034380547,1.3018623048454094,1.0,21,0.30000000000000004,30%
11.25,37.158846725000004,447.0699999999998,2.883446012483592,2.5917861691823796,1.3521732346549182,1.0,21,0.30000000000000004,30%
11.5,37.03602491875,458.1524999999998,2.8999435127478597,2.6040695260009774,1.4032137072326305,1.0,21,0.30000000000000004,30%
11.75,36.9132031125,469.2349999999998,2.9165977267052177,2.6164645084891855,1.4549916549133348,1.0,21,0.30000000000000004,30%
12.0,36.790381306250005,480.31749999999977,2.9334022053652418,2.6289649242858206,1.5075149681011404,1.0,21,0.30000000000000004,30%
12.25,36.806107125000004,491.39999999999975,2.950350555942532,3.7527459680074156,1.560791492290039,1.0,21,0.30000000000000004,30%
12.5,36.820437197656254,502.52437499999974,2.9680875760215066,2.661695976669223,1.4203722951786844,1.0,21,0.30000000000000004,30%
12.75,36.83336626367188,513.6906249999997,2.986610377352428,2.679134545751578,1.473990825065334,1.0,21,0.30000000000000004,30%
13.0,36.84488906250001,524.8987499999997,3.0059158985320558,2.6972857380872006,1.5277990955954828,1.0,21,0.30000000000000004,30%
13.25,36.7183265625,536.1487499999997,3.02600090081953,2.716147297453256,1.5818093736733325,1.0,21,0.30000000000000004,30%
13.5,36.591764062500005,547.3987499999997,3.0461941585810726,2.735117191881043,1.6360337542624304,1.0,21,0.30000000000000004,30%
13.75,36.465201562500006,558.6487499999997,3.066488999393872,4.132348796107195,1.6904722234349356,1.0,21,0.30000000000000004,30%
14.0,36.33863906250001,569.8987499999997,3.0868788153513758,2.773358425030805,1.503946759010104,1.0,21,0.30000000000000004,30%
14.25,36.21207656250001,581.1487499999997,3.1073570632146823,2.7926181099467113,1.5588128273162039,1.0,21,0.30000000000000004,30%
14.5,36.08551406250001,592.3987499999997,3.127917264553242,2.811962822753796,1.6138921441380987,1.0,21,0.30000000000000004,30%
14.75,35.958951562500005,603.6487499999997,3.148553005874973,2.8313868641657263,1.6691841714530018,1.0,21,0.30000000000000004,30%
15.0,35.832389062500006,614.8987499999997,3.1692579387458952,2.8508845863077834,1.72468824625212,1.0,21,0.30000000000000004,30%
15.25,35.7058265625,626.1487499999997,3.1900257798993943,2.8704503929053518,1.7804035829287896,1.0,21,0.30000000000000004,30%
15.5,35.5792640625,637.3987499999997,3.210850311335218,2.8900787394633403,1.8363292756527472,1.0,21,0.30000000000000004,30%
15.75,35.4527015625,648.6487499999997,3.2317253804083155,2.909764133436628,1.8924643007303257,1.0,21,0.30000000000000004,30%
16.0,35.326139062500005,659.8987499999997,3.2526448999076236,2.929501134391601,1.948807518950371,1.0,21,0.30000000000000004,30%
16.25,35.33059720859376,671.1487499999997,3.273602848124913,3.6827106558849585,2.005357677915675,1.0,21,0.30000000000000004,30%
16.5,35.33363856640626,682.4406249999997,3.2953379359306005,5.127858856867365,1.9337638115576672,1.0,21,0.30000000000000004,30%
16.75,35.33525787539063,693.7743749999997,3.3178450500366274,4.639154966739199,1.6130726503937334,1.0,21,0.30000000000000004,30%
17.0,35.33544987500001,705.1499999999997,3.3411188924106447,3.0202261400674026,1.3818434149707832,1.0,21,0.30000000000000004,30%
17.25,35.20509056875,716.5674999999998,3.3651539763263787,3.0447328482297684,1.4379996466308507,1.0,21,0.30000000000000004,30%
17.5,35.07473126250001,727.9849999999998,3.3891863123723347,3.0692767798646194,1.4940733440477574,1.0,21,0.30000000000000004,30%
17.75,34.94437195625,739.4024999999998,3.413209628426662,3.910994063359673,1.5500575122366076,1.0,21,0.30000000000000004,30%
18.0,34.81401265,750.8199999999998,3.4372177274330875,3.11845359260867,1.4629452361233306,1.0,21,0.30000000000000004,30%
18.25,34.68365334375,762.2374999999998,3.461204487414495,3.1430752320133273,1.5187289597176037,1.0,21,0.30000000000000004,30%
18.5,34.5532940375,773.6549999999999,3.485163861475484,3.1677116121162316,1.5744015794128081,1.0,21,0.30000000000000004,30%
18.75,34.42293473125,785.0724999999999,3.5090898777940436,3.1923572322431792,1.6299557230506772,1.0,21,0.30000000000000004,30%
19.0,34.292575425,796.4899999999999,3.5329766396024587,3.2170066403279325,1.6853839360220784,1.0,21,0.30000000000000004,30%
19.25,34.16221611875,807.9074999999999,3.556818325157589,3.241654433195153,1.7406786858951204,1.0,21,0.30000000000000004,30%
19.5,34.0318568125,819.3249999999999,3.580609187700645,3.26629525683361,1.7958323669885468,1.0,21,0.30000000000000004,30%
19.75,33.90149750625,830.7425,3.6043435554065906,3.2909238066597104,1.850837304890278,1.0,21,0.30000000000000004,30%
20.0,33.7711382,842.16,3.6280158313233013,3.315534827771425,1.905685760920982,1.0,21,0.30000000000000004,30%
20.25,33.7678433640625,853.5775,3.65162049330061,3.3363872792017286,1.9603699365425604,1.0,21,0.30000000000000004,30%
20.5,33.76306766953125,865.038125,3.675979294812429,3.3579193218054897,2.0155357490098647,1.0,21,0.30000000000000004,30%
20.75,33.75680553710937,876.541875,3.70108482068956,3.3801237379079443,2.071196244286079,1.0,21,0.30000000000000004,30%
21.0,33.749051387499996,888.08875,3.7269294684971976,3.402993144686725,2.1273644337728617,1.0,21,0.30000000000000004,30%
21.25,33.6147232875,899.67875,3.7535054447894263,3.4265199909370465,2.1840532904396945,1.0,21,0.30000000000000004,30%
21.5,33.480395187499994,911.2687500000001,3.7799677393407376,3.449932613571321,2.241275744863861,1.0,21,0.30000000000000004,30%
21.75,33.346067087499996,922.8587500000001,3.806310613288656,3.473225843091272,2.299031891873509,1.0,21,0.30000000000000004,30%
22.0,33.2117389875,934.4487500000001,3.8325284133457598,3.4963945925890627,2.3573217266580513,1.0,21,0.30000000000000004,30%
22.25,33.077410887499994,946.0387500000002,3.8586155716520105,3.519433857528343,2.416145145290473,1.0,21,0.30000000000000004,30%
22.5,32.943082787499996,957.6287500000002,3.8845666056158463,3.5423387155152186,2.475501945262115,1.0,21,0.30000000000000004,30%
22.75,32.8087546875,969.2187500000002,3.9103761177442053,3.565104326059326,2.5353918260297252,1.0,21,0.30000000000000004,30%
23.0,32.674426587499994,980.8087500000003,3.936038795461626,3.587725930325141,2.595814389574579,1.0,21,0.30000000000000004,30%
23.25,32.54009848749999,992.3987500000003,3.961549410918584,4.768207616270358,2.6567691409734637,1.0,21,0.30000000000000004,30%
23.5,32.452,1003.9887500000003,3.9869028207892265,3.632518491394882,2.5156039550369034,1.0,21,0.30000000000000004,30%
23.75,32.452,1015.5787500000004,4.012093966058648,3.6546803364304066,2.5776212126809135,1.0,21,0.30000000000000004,30%
24.0,32.452,1027.1687500000003,4.037118924349089,3.676680909664278,2.640168597865856,1.0,21,0.30000000000000004,30%
1.0,43.03,0.0,2.52,2.0916,2.0,1.0,21,0.4,40%
1.25,42.7985523875,10.7575,2.52,2.957923405836261,2.07497,1.0,21,0.4,40%
1.5,42.567104775000004,21.515,2.520468392857143,2.9504526023658677,1.9983334039786542,1.0,21,0.4,40%
1.75,42.335657162500006,32.2725,2.521395469472906,2.143172281376888,1.9230861673146273,1.0,21,0.4,40%
2.0,42.10420955,43.03,2.5227715805722193,2.1611558203652765,1.9892752252314305,1.0,21,0.4,40%
2.25,41.8727619375,53.7875,2.5245871371471234,2.921274956213771,2.0525579832676457,1.0,21,0.4,40%
2.5,41.641314324999996,64.545,2.5268326108880323,2.174326827506097,1.9831376149309823,1.0,21,0.4,40%
2.75,41.4098667125,75.30250000000001,2.529498534602678,2.9390154972961477,2.0448261270228207,1.0,21,0.4,40%
3.0,41.1784191,86.06,2.532575502622847,2.1889826725656736,1.9731606585514636,1.0,21,0.4,40%
3.25,40.9469714875,96.8175,2.5360541711989986,2.200148090101806,2.033289403811469,1.0,21,0.4,40%
3.5,40.715523875,107.57499999999999,2.53992525888286,2.955570366133992,2.0920729680034778,1.0,21,0.4,40%
3.75,40.484076262500004,118.33249999999998,2.544179546898095,2.801299900147314,2.0193350742345295,1.0,21,0.4,40%
4.0,40.252628650000005,129.08999999999997,2.548807879499145,2.2358117230887706,1.9743390124159161,1.0,21,0.4,40%
4.25,40.172318428125,139.84749999999997,2.5538011643183345,2.268948905549685,2.0291133397877315,1.0,21,0.4,40%
4.5,40.0893794640625,150.64562499999997,2.5595972677412977,2.3029208537322003,2.0789624850722452,1.0,21,0.4,40%
4.75,40.00380185546875,161.48437499999997,2.5661949373259527,2.337753547102665,2.1238808575238375,1.0,21,0.4,40%
5.0,39.9155757,172.36374999999998,2.5735927116098294,2.3734727159477607,2.163858100812913,1.0,21,0.4,40%
5.25,39.6770829,183.28374999999997,2.581788915443518,2.3723871164314114,2.198879100053775,1.0,21,0.4,40%
5.5,39.4385901,194.20374999999996,2.590314263377467,2.3715479771067915,2.2355244148808935,1.0,21,0.4,40%
5.75,39.25604865,205.12374999999994,2.5991593407640514,2.3709434037974395,2.2738085149782616,1.0,21,0.4,40%
6.0,39.13680225,216.04374999999993,2.6083148038917727,2.3705616928874296,2.313746303947419,1.0,21,0.4,40%
6.25,39.01755585,226.96374999999992,2.6177724294054223,2.383751427533866,2.355353098373179,1.0,21,0.4,40%
6.5,38.898309450000006,237.8837499999999,2.627525239830849,4.066102329968811,2.3963067737007013,1.0,21,0.4,40%
6.75,38.779063050000005,248.8037499999999,2.6375663029887697,3.2524661231861676,2.144555782926558,1.0,21,0.4,40%
7.0,38.65981665,259.7237499999999,2.647888732327734,2.425116557499537,2.036948314392013,1.0,21,0.4,40%
7.25,38.54057025,270.6437499999999,2.6584856872474525,2.441447580361992,2.0759334449869478,1.0,21,0.4,40%
7.5,38.42132385,281.5637499999999,2.669350373412583,3.4855952413100484,2.1139151136919034,1.0,21,0.4,40%
7.75,38.30207745,292.48374999999993,2.68047604305703,2.4750034818574824,1.971072261809847,1.0,21,0.4,40%
8.0,38.18283105,303.40374999999995,2.6918559952788392,2.4922198791009746,2.007029960019768,1.0,21,0.4,40%
8.25,38.205190247656255,314.32374999999996,2.703483576325765,2.5047687471441984,2.041966280350894,1.0,21,0.4,40%
8.5,38.226215269531245,325.28437499999995,2.71590284151952,2.5180669728832927,2.0767413754576682,1.0,21,0.4,40%
